,Group_NR,Question,Sentence,Answer,Label,Similarity_score
86,10,how are cholera and typhus transmitted and prevented,transmission occurs primarily drinking water eating food contaminated feces waste product infected person including one apparent symptom,cholera one earliest infection studied epidemiological method,0,
87,11,how old is zsa zsa gabor's daughter,67 year,sari gabor born 6 february 1917 known zsa zsa gabor hungarian -born american actress acted supporting role movie broadway occasionally television,0,
88,12,how old is zsa zsa gabor's daughter,68 year,gabor also socialite,0,
89,13,how old is zsa zsa gabor's daughter,69 year,began stage career vienna age 15 crowned miss hungary 1936,0,
90,14,how old is zsa zsa gabor's daughter,70 year,emigrated united state 1941 became sought-after actress `` european flair style `` personality `` exuded charm grace ``,0,
91,15,how old is zsa zsa gabor's daughter,71 year,first movie role supporting actress lovely look,0,
92,16,how old is zsa zsa gabor's daughter,72 year,later acted married,0,
93,17,how old is zsa zsa gabor's daughter,73 year,played one leading role moulin rouge 1952 directed john huston described `` creditable `` actress,0,
94,18,how old is zsa zsa gabor's daughter,74 year,besides film television appearance best known nine husband including hotel magnate conrad hilton actor george sander,0,
95,19,how old is zsa zsa gabor's daughter,75 year,stated `` men always liked always liked men,0,
96,20,how old is zsa zsa gabor's daughter,76 year,like mannish man man know talk treat woman - man muscle ``,0,
97,21,how bruce lee died,brain edema,bruce lee traditional Li Xiao Long born lee jun-fan 27 november 1940 - 20 july 1973 chinese american martial artist actor martial art instructor philosopher filmmaker,0,
98,21,how bruce lee died,brain edema,founder jeet kune lee son cantonese opera star lee hoi-chuen,0,
99,21,how bruce lee died,brain edema,widely considered commentator critic medium martial artist one influential martial artist time pop culture icon 20th century,0,
100,21,how bruce lee died,brain edema,often credited helping change way asian presented american film,0,
101,21,how bruce lee died,brain edema,lee born chinatown san francisco 27 november 1940 parent hong kong raised kowloon family late teen,0,
102,21,how bruce lee died,brain edema,introduced film industry father appeared several film child actor,0,
103,21,how bruce lee died,brain edema,lee moved united state age 18 receive higher education time began teaching martial art,0,
104,21,how bruce lee died,brain edema,hong kong hollywood -produced film elevated traditional hong kong martial art film new level popularity acclaim sparking surge interest chinese martial art west 1970s,0,
105,21,how bruce lee died,brain edema,direction tone film changed influenced martial art martial art film hong kong rest world,0,
106,21,how bruce lee died,brain edema,noted role five feature-length film lo wei 's big bos 1971 fist fury 1972 way dragon 1972 directed written lee warner brother enter dragon 1973 game death 1978 directed robert clouse,0,
107,21,how bruce lee died,brain edema,lee became iconic figure known throughout world particularly among chinese portrayed chinese nationalism film,0,
108,21,how bruce lee died,brain edema,initially trained wing chun later rejected well-defined martial art style favouring instead use technique various source spirit personal martial art philosophy dubbed jeet kune way intercepting fist,0,
109,21,how bruce lee died,brain edema,lee held dual citizenship hong kong united state,0,
110,21,how bruce lee died,brain edema,died kowloon tong 20 july 1973 age 32,0,
111,22,how did anne frank die,typhus,annelies `` anne `` marie frank 12 june 1929early march 1945 one discussed jewish victim holocaust,0,
112,22,how did anne frank die,typhus,diary basis several play film,0,
113,22,how did anne frank die,typhus,born city frankfurt main weimar germany lived life near amsterdam netherlands,0,
114,22,how did anne frank die,typhus,born german national frank lost citizenship 1941,0,
115,22,how did anne frank die,typhus,gained international fame posthumously diary published,0,
116,22,how did anne frank die,typhus,document experience hiding german occupation netherlands world war ii,0,
117,22,how did anne frank die,typhus,frank family moved germany amsterdam 1933 year nazi gained control germany,0,
118,22,how did anne frank die,typhus,beginning 1940 trapped amsterdam nazi occupation netherlands,0,
119,22,how did anne frank die,typhus,persecution jewish population increased july 1942 family went hiding hidden room anne 's father otto frank 's office building,0,
120,22,how did anne frank die,typhus,two year group betrayed transported concentration camp,0,
121,22,how did anne frank die,typhus,anne frank sister margot eventually transferred bergen-belsen concentration camp died typhus march 1945,1,
122,22,how did anne frank die,typhus,otto frank survivor family returned amsterdam war find anne 's diary saved effort led publication 1947,0,
123,22,how did anne frank die,typhus,translated original dutch first published english 1952 diary young girl,0,
124,22,how did anne frank die,typhus,since translated many language,0,
125,22,how did anne frank die,typhus,diary given anne 13th birthday chronicle life 12 june 1942 1 august 1944,0,
126,23,how old is kurt cobain's daughter,29 year old,kurt 's signature,0,
127,23,how old is kurt cobain's daughter,29 year old,kurt donald cobain february 20 1967 - april 5 1994 american musician artist best known lead singer guitarist primary songwriter grunge band nirvana,0,
128,23,how old is kurt cobain's daughter,29 year old,cobain formed nirvana krist novoselic aberdeen washington 1985 established part seattle music scene debut album bleach released independent record label sub pop 1989,0,
129,23,how old is kurt cobain's daughter,29 year old,signing major label dgc record band found breakthrough success `` smell like teen spirit `` second album nevermind 1991,0,
130,23,how old is kurt cobain's daughter,29 year old,following success nevermind nirvana labeled `` flagship band `` generation x cobain hailed `` spokesman generation ``,0,
131,23,how old is kurt cobain's daughter,29 year old,cobain however often uncomfortable frustrated believing message artistic vision misinterpreted public personal issue often subject medium attention,0,
132,23,how old is kurt cobain's daughter,29 year old,challenged nirvana 's audience final studio album utero 1993,0,
133,23,how old is kurt cobain's daughter,29 year old,last year life cobain struggled heroin addiction illness depression,0,
134,23,how old is kurt cobain's daughter,29 year old,also difficulty coping fame public image professional lifelong personal pressure surrounding wife musician courtney love,0,
135,23,how old is kurt cobain's daughter,29 year old,april 8 1994 cobain found dead home seattle victim officially ruled suicide self-inflicted shotgun wound head,0,
136,23,how old is kurt cobain's daughter,29 year old,circumstance death age 27 become topic public fascination debate,0,
137,23,how old is kurt cobain's daughter,29 year old,since debut nirvana cobain songwriter sold 25 million album you.s . 50 million worldwide,0,
138,24,how are aircraft radial engines built,radial engine reciprocating type internal combustion engine configuration cylinder point outward central crankshaft like spoke wheel,radial engine timing cam mechanism,0,
139,24,how are aircraft radial engines built,radial engine reciprocating type internal combustion engine configuration cylinder point outward central crankshaft like spoke wheel,click full resolution animation,0,
140,24,how are aircraft radial engines built,radial engine reciprocating type internal combustion engine configuration cylinder point outward central crankshaft like spoke wheel,radial engine biplane,0,
141,24,how are aircraft radial engines built,radial engine reciprocating type internal combustion engine configuration cylinder point outward central crankshaft like spoke wheel,master rod upright slave balance two-row fourteen-cylinder pratt whitney twin wasp,0,
142,24,how are aircraft radial engines built,radial engine reciprocating type internal combustion engine configuration cylinder point outward central crankshaft like spoke wheel,radial engine reciprocating type internal combustion engine configuration cylinder point outward central crankshaft like spoke wheel,1,
143,24,how are aircraft radial engines built,radial engine reciprocating type internal combustion engine configuration cylinder point outward central crankshaft like spoke wheel,resembles stylized star viewed front called `` star engine `` german sternmotor language,0,
144,24,how are aircraft radial engines built,radial engine reciprocating type internal combustion engine configuration cylinder point outward central crankshaft like spoke wheel,radial configuration commonly used aircraft engine turbine engine became predominant,0,
145,25,how deep can be drill for deep underwater,500 foot,deepwater drilling process oil gas exploration production depth 500 foot,1,
146,25,how deep can be drill for deep underwater,500 foot,definition approximately 600 deepwater well gulf mexico,0,
147,25,how deep can be drill for deep underwater,500 foot,economically infeasible many year rising oil price company investing area,0,
148,25,how deep can be drill for deep underwater,500 foot,major company working sector include diamond offshore transocean baker hughes,0,
149,25,how deep can be drill for deep underwater,500 foot,basically two kind mobile deepwater drilling rig semi-submersible drilling rig drillships,0,
150,25,how deep can be drill for deep underwater,500 foot,drilling also performed fixed-position installation floating spar platform tension-leg platform,0,
151,25,how deep can be drill for deep underwater,500 foot,recent industry analysis estimated total expenditure global deepwater infrastructure market reach 145bn 2011,0,
152,25,how deep can be drill for deep underwater,500 foot,`` oil accessible land shallow water,0,
153,25,how deep can be drill for deep underwater,500 foot,find oil deposit buried deep ocean floor. `` ... using sonic equipment oil company determine drilling site likely produce oil,0,
154,25,how deep can be drill for deep underwater,500 foot,use mobile offshore drilling unit modu dig initial well,0,
155,25,how deep can be drill for deep underwater,500 foot,unit converted production rig meaning switch drilling oil capturing oil found,0,
156,25,how deep can be drill for deep underwater,500 foot,time oil company replace modu permanent oil production rig capture oil. `` ... modu 's job drill ocean 's floor find oil deposit,0,
157,25,how deep can be drill for deep underwater,500 foot,part drill extends deck water called riser,0,
158,25,how deep can be drill for deep underwater,500 foot,riser allows drilling fluid move floor rig,0,
159,25,how deep can be drill for deep underwater,500 foot,engineer lower drill string -- series pipe designed drill oil deposit -- riser ``,0,
160,25,how deep can be drill for deep underwater,500 foot,`` expansion deepwater drilling happening despite accident offshore field ... ``,0,
161,25,how deep can be drill for deep underwater,500 foot,2010 large explosion occurred killing 11 worker spilling million gallon oil gulf mexico bp oil rig drilling deep water,0,
162,25,how deep can be drill for deep underwater,500 foot,`` ... despite risk deepwater drilling trend spreading mediterranean coast east africa string huge discovery natural gas ``,0,
163,25,how deep can be drill for deep underwater,500 foot,`` reason resumption drilling analyst say continuing high demand energy worldwide ``,0,
164,25,how deep can be drill for deep underwater,500 foot,america need oil almost necessary face high risk come deepwater drilling order american continue carry everyday life,0,
165,25,how deep can be drill for deep underwater,500 foot,`` energy department recently projected gulf oil production would expand 2011 level 1.3 million barrel day still nearly quarter total domestic production 2 million barrel day 2020 ``,0,
166,25,how deep can be drill for deep underwater,500 foot,deepwater drilling affect environment negative positive way,0,
167,25,how deep can be drill for deep underwater,500 foot,although deepwater drilling rarely cause oil spill still hazardous possible outcome,0,
168,25,how deep can be drill for deep underwater,500 foot,oil spill result oil sinking bottom ocean smothering plant life leaving fish without food shelter survive,0,
169,25,how deep can be drill for deep underwater,500 foot,hand deepwater drilling effect environment positive way,0,
170,25,how deep can be drill for deep underwater,500 foot,time deepwater oil well use anymore plant grow around well making cave cavern like shelter ideal animal thrive,0,
171,25,how deep can be drill for deep underwater,500 foot,deepwater drilling also let u u see depth ocean floor hardly ever seen,0,
172,25,how deep can be drill for deep underwater,500 foot,`` camera rover bottom well record footage take photo rare fish natural habitat giving scientist look animal rarely seen `` chevron corporation ``,0,
173,26,how old was monica lewinsky during the affair,monica samille lewinsky born july 23 1973 american woman united state president bill clinton admitted `` improper relationship `` worked white house 1995 1996,monica samille lewinsky born july 23 1973 american woman united state president bill clinton admitted `` improper relationship `` worked white house 1995 1996,1,
174,26,how old was monica lewinsky during the affair,monica samille lewinsky born july 23 1973 american woman united state president bill clinton admitted `` improper relationship `` worked white house 1995 1996,affair repercussion included clinton 's impeachment became known lewinsky scandal,0,
175,27,how long was frank sinatra famous,early mid-1940s,francis albert `` frank `` sinatra december 12 1915 - may 14 1998 american singer film actor,0,
176,27,how long was frank sinatra famous,early mid-1940s,beginning musical career swing era harry james tommy dorsey sinatra found unprecedented success solo artist early mid-1940s signed columbia record 1943,1,
177,27,how long was frank sinatra famous,early mid-1940s,idol `` bobby soxers `` released first album voice frank sinatra 1946,0,
178,27,how long was frank sinatra famous,early mid-1940s,professional career stalled 1950s reborn 1953 academy award best supporting actor performance eternity,0,
179,27,how long was frank sinatra famous,early mid-1940s,signed capitol record 1953 released several critically lauded album wee small hour song swingin lover come fly lonely nice 'n easy,0,
180,27,how long was frank sinatra famous,early mid-1940s,sinatra left capitol found record label reprise record 1961 finding success album ring-a-ding-ding sinatra sand francis albert sinatra antonio carlos jobim toured internationally founding member rat pack fraternized celebrity statesman including john f. kennedy,0,
181,27,how long was frank sinatra famous,early mid-1940s,sinatra turned 50 1965 recorded retrospective september year starred emmy -winning television special frank sinatra man music scored hit `` stranger night `` `` way ``,0,
182,27,how long was frank sinatra famous,early mid-1940s,sale music dwindling appearing several poorly received film sinatra retired first time 1971,0,
183,27,how long was frank sinatra famous,early mid-1940s,two year later however came retirement 1973 recorded several album scoring top 40 hit `` theme new york new york `` 1980,0,
184,27,how long was frank sinatra famous,early mid-1940s,using la vega show home base toured within united state internationally short time death 1998,0,
185,27,how long was frank sinatra famous,early mid-1940s,sinatra also forged highly successful career film actor,0,
186,27,how long was frank sinatra famous,early mid-1940s,winning best supporting actor 1953 also garnered nomination best actor man golden arm critical acclaim performance manchurian candidate,0,
187,27,how long was frank sinatra famous,early mid-1940s,also starred musical high society pal joey guy doll town,0,
188,27,how long was frank sinatra famous,early mid-1940s,sinatra honored kennedy center honor 1983 awarded presidential medal freedom ronald reagan 1985 congressional gold medal 1997,0,
189,27,how long was frank sinatra famous,early mid-1940s,recipient eleven grammy award including grammy trustee award grammy legend award grammy lifetime achievement award,0,
190,27,how long was frank sinatra famous,early mid-1940s,sinatra also one world ' best-selling artist time sold 150 million copy worldwide,0,
191,28,how are antibodies used in,using binding mechanism antibody tag microbe infected cell attack part immune system neutralize target directly example blocking part microbe essential invasion survival,antibody bind specific antigen interaction similar lock key,0,
192,28,how are antibodies used in,using binding mechanism antibody tag microbe infected cell attack part immune system neutralize target directly example blocking part microbe essential invasion survival,antibody ab also known immunoglobulin ig large y-shaped protein produced b-cells used immune system identify neutralize foreign object bacteria virus,1,
193,28,how are antibodies used in,using binding mechanism antibody tag microbe infected cell attack part immune system neutralize target directly example blocking part microbe essential invasion survival,antibody recognizes unique part foreign target called antigen,1,
194,28,how are antibodies used in,using binding mechanism antibody tag microbe infected cell attack part immune system neutralize target directly example blocking part microbe essential invasion survival,tip `` `` antibody contains paratope structure analogous lock specific one particular epitope similarly analogous key antigen allowing two structure bind together precision,1,
195,28,how are antibodies used in,using binding mechanism antibody tag microbe infected cell attack part immune system neutralize target directly example blocking part microbe essential invasion survival,using binding mechanism antibody tag microbe infected cell attack part immune system neutralize target directly example blocking part microbe essential invasion survival,1,
196,28,how are antibodies used in,using binding mechanism antibody tag microbe infected cell attack part immune system neutralize target directly example blocking part microbe essential invasion survival,production antibody main function humoral immune system,0,
197,28,how are antibodies used in,using binding mechanism antibody tag microbe infected cell attack part immune system neutralize target directly example blocking part microbe essential invasion survival,antibody secreted type white blood cell called plasma cell,0,
198,28,how are antibodies used in,using binding mechanism antibody tag microbe infected cell attack part immune system neutralize target directly example blocking part microbe essential invasion survival,antibody occur two physical form soluble form secreted cell membrane -bound form attached surface b cell referred b cell receptor bcr,0,
199,28,how are antibodies used in,using binding mechanism antibody tag microbe infected cell attack part immune system neutralize target directly example blocking part microbe essential invasion survival,bcr found surface b cell facilitates activation cell subsequent differentiation either antibody factory called plasma cell memory b cell survive body remember antigen b cell respond faster upon future exposure,0,
200,28,how are antibodies used in,using binding mechanism antibody tag microbe infected cell attack part immune system neutralize target directly example blocking part microbe essential invasion survival,case interaction b cell helper cell necessary produce full activation b cell therefore antibody generation following antigen binding,0,
201,28,how are antibodies used in,using binding mechanism antibody tag microbe infected cell attack part immune system neutralize target directly example blocking part microbe essential invasion survival,soluble antibody released blood tissue fluid well many secretion continue survey invading microorganism,0,
202,28,how are antibodies used in,using binding mechanism antibody tag microbe infected cell attack part immune system neutralize target directly example blocking part microbe essential invasion survival,antibody glycoprotein belonging immunoglobulin superfamily term antibody immunoglobulin often used interchangeably,0,
203,28,how are antibodies used in,using binding mechanism antibody tag microbe infected cell attack part immune system neutralize target directly example blocking part microbe essential invasion survival,antibody typically made basic structural unit -- each two large heavy chain two small light chain,0,
204,28,how are antibodies used in,using binding mechanism antibody tag microbe infected cell attack part immune system neutralize target directly example blocking part microbe essential invasion survival,several different type antibody heavy chain several different kind antibody grouped different isotypes based heavy chain posse,0,
205,28,how are antibodies used in,using binding mechanism antibody tag microbe infected cell attack part immune system neutralize target directly example blocking part microbe essential invasion survival,five different antibody isotypes known mammal perform different role help direct appropriate immune response different type foreign object encounter,0,
206,28,how are antibodies used in,using binding mechanism antibody tag microbe infected cell attack part immune system neutralize target directly example blocking part microbe essential invasion survival,though general structure antibody similar small region tip protein extremely variable allowing million antibody slightly different tip structure antigen binding site exist,0,
207,28,how are antibodies used in,using binding mechanism antibody tag microbe infected cell attack part immune system neutralize target directly example blocking part microbe essential invasion survival,region known hypervariable region,0,
208,28,how are antibodies used in,using binding mechanism antibody tag microbe infected cell attack part immune system neutralize target directly example blocking part microbe essential invasion survival,variant bind different antigen,0,
209,28,how are antibodies used in,using binding mechanism antibody tag microbe infected cell attack part immune system neutralize target directly example blocking part microbe essential invasion survival,enormous diversity antibody allows immune system recognize equally wide variety antigen,0,
210,28,how are antibodies used in,using binding mechanism antibody tag microbe infected cell attack part immune system neutralize target directly example blocking part microbe essential invasion survival,large diverse population antibody generated random combination set gene segment encode different antigen binding site paratopes followed random mutation area antibody gene create diversity,0,
211,28,how are antibodies used in,using binding mechanism antibody tag microbe infected cell attack part immune system neutralize target directly example blocking part microbe essential invasion survival,antibody gene also re-organize process called class switching change base heavy chain another creating different isotype antibody retains antigen specific variable region,0,
212,28,how are antibodies used in,using binding mechanism antibody tag microbe infected cell attack part immune system neutralize target directly example blocking part microbe essential invasion survival,allows single antibody used several different part immune system,0,
213,29,how much is jk rowling worth,PS560 million 798 million,joanne `` jo `` rowling born 31 july 1965 pen name j. k. rowling british novelist best known author harry potter fantasy series,0,
